TRAINING DATASET	HUMAN ENTREZ	MOUSE ENTREZ	MAPPING	SYM	SYNONYMS	DESCRIPTION	TARGETP	YEASTMITOHOMOLOG	RICKETTSIA_BLASTP_EXPECT	MITODOMAIN	PGC_INDUCTION	COEXPRESSION_GNF_N50	PROTEOMICS	MAESTRO_SCORE	MITOCARTA_cFDR	MITOCARTA_LIST	MCARTA_TYPE	NUM_MSMS_TISSUES	CHOMOSOME	START	STOP	PFAM_DOMAINS
	5790	19265	HomoloGene	PTPRCAP	CD45-AP|LPAP|MGC138602|MGC138603	"protein tyrosine phosphatase, receptor type, C-associated protein"	0			-2	0	0		-7	85%	0			11	66959556	66961728	
	5791	19267	HomoloGene	PTPRE	DKFZp313F1310|HPTPE|PTPE|R-PTP-EPSILON	"protein tyrosine phosphatase, receptor type, E"	0			-1	0	0		-11	93%	0			10	129595314	129774154	Y_phosphatase
	5793	19270	HomoloGene	PTPRG	HPTPG|PTPG|R-PTP-GAMMA|RPTPG	"protein tyrosine phosphatase, receptor type, G"	0			-1	0	0		-11	93%	0			3	61522284	62254737	Carb_anhydrase | fn3 | Y_phosphatase
	5795	19271	HomoloGene	PTPRJ	CD148|DEP1|HPTPeta|R-PTP-ETA|SCC1	"protein tyrosine phosphatase, receptor type, J"	0			-1	0			-10	90%	0			11	47958688	48146245	fn3 | Y_phosphatase
	5796	19272	HomoloGene	PTPRK	DKFZp686C2268|DKFZp779N1045|R-PTP-kappa	"protein tyrosine phosphatase, receptor type, K"	0			-1	0	0		-11	93%	0			6	128331624	128883415	I-set | fn3 | ig | MAM | Y_phosphatase
	5798	19275	HomoloGene	PTPRN	FLJ16131|IA-2|IA-2/PTP|IA2|ICA512|R-PTP-N	"protein tyrosine phosphatase, receptor type, N"	0			-1		1		-10	90%	0			2	219862588	219882386	Y_phosphatase
	5801	19279	HomoloGene	PTPRR	DKFZp781C1038|EC-PTP|FLJ34328|MGC131968|MGC148170|PCPTP1|PTP-SL|PTPBR7|PTPRQ	"protein tyrosine phosphatase, receptor type, R"	0			-1	0	0		-11	93%	0			12	69318128	69600852	Y_phosphatase
	5806	19288	HomoloGene	PTX3	TNFAIP5|TSG-14	"pentraxin-related gene, rapidly induced by IL-1 beta"	0			-1	2	0		-8	86%	0			3	158637300	158644070	Pentaxin
GO mito annotation	5825	19299	HomoloGene	ABCD3	ABC43|PMP70|PXMP1	"ATP-binding cassette, sub-family D (ALD), member 3"	2		7.00E-12	0	1	8	50-75crude	8	5%	1	gfp_validated	7	1	94656598	94756671	ABC_tran | ABC_membrane_2
	5828	19302	HomoloGene	PXMP3	PAF-1|PAF1|PEX2|PMP35|RNF72	"peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)"	0			0	2	9		1	25%	0			8	78057712	78074993	Pex2_Pex12 | zf-C3HC4
	64284	19329	HomoloGene	RAB17	FLJ12538	"RAB17, member RAS oncogene family"	0	1		0	0	1	0-25crude	-2	53%	0		1	2	238147703	238177652	Miro | Ras
	55647	19332	HomoloGene	RAB20	FLJ20429	"RAB20, member RAS oncogene family"	0	1		0	0			0	31%	0			13	109973413	110012071	Miro | Ras
	57403	19334	HomoloGene	RAB22A	MGC16770	"RAB22A, member RAS oncogene family"	0	1		0	0	1	25-50ambig	3	14%	0		7	20	56318176	56375968	Miro | Ras
	53917	19336	HomoloGene	RAB24	-	"RAB24, member RAS oncogene family"	0	1		0	2	1	25-50ambig	6	6%	1	proteomics	8	5	176660813	176663310	Miro | Ras
	9363	19337	HomoloGene	RAB33A	MGC1488|RabS10	"RAB33A, member RAS oncogene family"	0	1		0	0	0		-1	41%	0			X	129133453	129146524	Miro | Ras
	10112	19348	HomoloGene	KIF20A	FLJ21151|MKLP2|RAB6KIFL	kinesin family member 20A	0			0	0	0	0-25pure	0	35%	0		7	5	137542783	137551260	Kinesin
	5887	19359	HomoloGene	RAD23B	HHR23B|HR23B|P58	RAD23 homolog B (S. cerevisiae)	0	1		-1	1	4		-6	77%	0			9	109085364	109134290	UBA | XPC-binding | ubiquitin
	10111	19360	HomoloGene	RAD50	RAD50-2|hRad50	RAD50 homolog (S. cerevisiae)	0		0.000035	-1	0	0	0-25ambig	-6	78%	0		2	5	131920528	132007497	Rad50_zn_hook | SMC_N | M
	5890	19363	HomoloGene	RAD51L1	MGC34245|R51H2|RAD51B|REC2|hREC2	RAD51-like 1 (S. cerevisiae)	4		0.000024	-1	0	0		-5	72%	0			14	67356261	68132366	Rad51
	5892	19364	HomoloGene	RAD51L3	HsTRAD|R51H3|RAD51D|Trad	RAD51-like 3 (S. cerevisiae)	0			0	0			-5	73%	0			17	30451513	30471000	HhH-GPD
	5893	19365	MGI	RAD52	-	RAD52 homolog (S. cerevisiae)	0			-1	2	0		-8	87%	0			12	891503	929123	Rad52_Rad22
	8854	19378	HomoloGene	ALDH1A2	MGC26444|RALDH(II)|RALDH2|RALDH2-T	"aldehyde dehydrogenase 1 family, member A2"	0	1		0	0	0	0-25ambig	1	27%	0		6	15	56032918	56145197	Aldedh
	5901	19384	HomoloGene	RAN	ARA24|Gsp1|TC4	"RAN, member RAS oncogene family"	0			0			25-50ambig	0	30%	0		5	12	129922520	129927315	Miro | Ras
	5903	19386	HomoloGene	RANBP2	NUP358|TRP1|TRP2	RAN binding protein 2	0			-1	0	0	0-25ambig	-9	89%	0		8	2	108702368	108767682	TPR_1 | Lem_TRP | zf-RanBP | Ran_BP1 | Pro_isomerase | TPR_2
	10235	19395	HomoloGene	RASGRP2	CALDAG-GEFI|CDC25L	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	0			-1	0	0		-11	93%	0			11	64250958	64269503	C1_1 | RasGEF_N | efhand | RasGEF
	22821	19414	HomoloGene	RASA3	GAP1IP4BP|GAPIII|MGC46517|MGC47588	RAS p21 protein activator 3	0			-1	0	0	0-25ambig	-9	89%	0		1	13	113765295	113916196	PH | BTK | C2 | RasGAP
	8437	19415	HomoloGene	RASAL1	RASAL	RAS protein activator like 1 (GAP1 like)	0			-1	2	1	0-25ambig	-6	76%	0		2	12	112021700	112058403	PH | BTK | C2 | RasGAP
	51655	19416	HomoloGene	RASD1	AGS1|DEXRAS1|MGC:26290	"RAS, dexamethasone-induced 1"	0			0	4	0		-2	45%	0			17	17338475	17340431	Miro | Ras
	10125	19419	HomoloGene	RASGRP1	CALDAG-GEFI|CALDAG-GEFII|MGC129998|MGC129999|RASGRP|V|hRasGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	0			-1	0	0		-11	93%	0			15	36567595	36644223	C1_1 | RasGEF_N | efhand | RasGEF
	5930	19647	HomoloGene	RBBP6	DKFZp686P0638|DKFZp761B2423|MY038|P2P-R|RBQ-1	retinoblastoma binding protein 6	0			-1	2	1		-8	87%	0			16	24458408	24491684	DWNN | U-box | zf-CCHC
	5935	19652	HomoloGene	RBM3	IS1-RNPL|RNPL	"RNA binding motif (RNP1, RRM) protein 3"	0			0	0			-5	73%	0			X	48317779	48321747	RRM_1
	5947	19659	HomoloGene	RBP1	CRABP-I|CRBP|CRBP1|RBPC	"retinol binding protein 1, cellular"	0			0	0	0	0-25ambig	-5	67%	0		1	3	140718969	140741179	Lipocalin
	5948	19660	HomoloGene	RBP2	CRABP-II|CRBP2|CRBPII|RBPC2	"retinol binding protein 2, cellular"	0			0	0	2	25-50ambig	-2	45%	0		1	3	140654415	140678041	Lipocalin
	5949	19661	HomoloGene	RBP3	D10S64|D10S65|D10S66|IRBP|RBPI	"retinol binding protein 3, interstitial"	0			-1		0		-10	90%	0			10	48001492	48010996	Peptidase_S41
	3516	19664	HomoloGene	RBPSUH	CBF1|IGKJRB|IGKJRB1|KBF2|MGC61669|RBP-J|RBPJK|csl	recombining binding protein suppressor of hairless (Drosophila)	5			-1				-7	85%	0			4	25930429	26042375	TIG | Beta-trefoil | LAG1-DNAbind
	9986	19671	HomoloGene	RCE1	FACE2|RCE1A|RCE1B	"RCE1 homolog, prenyl protein peptidase (S. cerevisiae)"	5			-1	2	0		-6	77%	0			11	66367458	66370578	Abi
	5959	19682	HomoloGene	RDH5	HSD17B9|RDH1	retinol dehydrogenase 5 (11-cis/9-cis)	0		9.40E-14	0	1			-2	51%	0			12	54400487	54404755	KR | adh_short
	5965	19691	HomoloGene	RECQL	RECQL1|RecQ1	RecQ protein-like (DNA helicase Q1-like)	0		7.10E-09	0	0	0		-3	61%	0			12	21513964	21545795	Helicase_C | DEAD
	5967	19692	HomoloGene	REG1A	ICRF|MGC12447|P19|PSP|PSPS|PSPS1|PTP|REG	"regenerating islet-derived 1 alpha (pancreatic stone protein, pancreatic thread protein)"	0			-1	1	0		-11	93%	0			2	79201091	79204052	Lectin_C
	130120	19694	HomoloGene	REG3G	MGC118998|MGC118999|MGC119001|PAP1B|PAPIB|REG-III|UNQ429	regenerating islet-derived 3 gamma	0			-1	0	2		-11	93%	0			2	79106333	79109138	Lectin_C
	5971	19698	HomoloGene	RELB	I-REL	"v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)"	0			-1	1	1		-11	93%	0			19	50196551	50233291	TIG | RHD
	5973	19703	HomoloGene	RENBP	RBP|RNBP	renin binding protein	0			-2	0	1		-7	85%	0			X	152853916	152863425	GlcNAc_2-epim
	5977	19708	HomoloGene	DPF2	MGC10180|REQ|UBID4|ubi-d4	"D4, zinc and double PHD fingers family 2"	0			-1	0	0		-11	93%	0			11	64857921	64877026	PHD | zf-C2H2
	5978	19712	HomoloGene	REST	NRSF|XBR	RE1-silencing transcription factor	0			0	0			-5	73%	0			4	57468798	57493096	zf-C2H2
	5980	19714	HomoloGene	REV3L	POLZ|REV3	"REV3-like, catalytic subunit of DNA polymerase zeta (yeast)"	0			-1	0	0	0-25ambig	-9	89%	0		3	6	111726970	111911610	DNA_pol_B | DNA_pol_B_exo
	5989	19724	HomoloGene	RFX1	EF-C	"regulatory factor X, 1 (influences HLA class II expression)"	0			-1	0	1		-11	93%	0			19	13933351	13978096	RFX_DNA_binding | RFX1_trans_act
	5990	19725	HomoloGene	RFX2	FLJ14226	"regulatory factor X, 2 (influences HLA class II expression)"	0			-1	0	0		-11	93%	0			19	5944174	6061553	RFX_DNA_binding | RFX1_trans_act
	5900	19730	HomoloGene	RALGDS	FLJ20922|RGF|RalGEF	ral guanine nucleotide dissociation stimulator	0			-1	0	2		-11	93%	0			9	134962927	134986381	RasGEF_N | RA | RasGEF
	23179	19731	HomoloGene	RGL1	KIAA0959|RGL	ral guanine nucleotide dissociation stimulator-like 1	0			-1	0	0		-11	93%	0			1	181871830	182164288	RasGEF_N | RA | RasGEF
	8490	19737	HomoloGene	RGS5	MST092|MST106|MST129|MSTP032|MSTP092|MSTP106|MSTP129	regulator of G-protein signalling 5	0			-1	0	0		-11	93%	0			1	161378715	161439495	RGS
	6007	19746	HomoloGene	RHD	CD240D|DIIIc|RH|RH30|RHCE|RHCED|RHDVA(TT)|RHDel|RHPII|RHXIII|Rh30a|Rh4|RhDCw|RhII|RhK562-II|RhPI|rhesus D	"Rh blood group, D antigen"	0			-2	0	2		-7	85%	0			1	25471567	25529522	Ammonium_transp
	6006	19746	HomoloGene	RHCE	CD240CE|MGC103977|RH|RH30A|RHC|RHD|RHD/RHCE|RHE|RHIXB|RHPI|Rh4|RhIVb(J)|RhVI|RhVIII	"Rh blood group, CcEe antigens"	0			-2	0	2		-7	85%	0			1	25561326	25619949	Ammonium_transp
	6035	19752	HomoloGene	RNASE1	MGC12408|RIB1|RNS1	"ribonuclease, RNase A family, 1 (pancreatic)"	0			-1	0	0		-11	93%	0			14	20339354	20340875	RnaseA
	8737	19766	HomoloGene	RIPK1	FLJ39204|RIP	receptor (TNFRSF)-interacting serine-threonine kinase 1	0			-1	0			-10	90%	0			6	3022056	3060419	Pkinase_Tyr | Death | Pkinase
	6017	19771	HomoloGene	RLBP1	CRALBP|MGC3663	retinaldehyde binding protein 1	0			0	0	0		-6	82%	0			15	87554101	87565925	CRAL_TRIO_N | CRAL_TRIO
	6019	19773	HomoloGene	RLN2	H2|RLXH2|bA12D24.1.1|bA12D24.1.2	relaxin 2	0			-1	0			-10	90%	0			9	5289867	5294579	Insulin
	6093	19877	HomoloGene	ROCK1	MGC131603|MGC43611|P160ROCK	"Rho-associated, coiled-coil containing protein kinase 1"	0			-1	0	0	0-25ambig	-9	89%	0		4	18	16787532	16944868	PH | C1_1 | Pkinase | HR1 | Rho_Binding | Pkinase_C
	9475	19878	HomoloGene	ROCK2	KIAA0619	"Rho-associated, coiled-coil containing protein kinase 2"	0		0.00024	-1	0	1	0-25crude	-9	89%	0		8	2	11239228	11402161	PH | M | C1_1 | Pkinase | HR1 | Rho_Binding | Pkinase_C
	6094	19881	HomoloGene	ROM1	ROM|ROSP1|TSPAN23	retinal outer segment membrane protein 1	0			-1	0	0		-11	93%	0			11	62137198	62139163	Tetraspannin
	6095	19883	HomoloGene	RORA	MGC119326|MGC119329|NR1F1|ROR1|ROR2|ROR3|RZRA	RAR-related orphan receptor A	0			-1	2			-7	85%	0			15	58576754	59308793	zf-C4 | Hormone_recep
	6097	19885	HomoloGene	RORC	MGC129539|NR1F3|RORG|RZRG|TOR	RAR-related orphan receptor C	0			-1	0	0		-11	93%	0			1	150045170	150070971	zf-C4 | Hormone_recep
	6102	19889	HomoloGene	RP2	KIAA0215|TBCCD2	retinitis pigmentosa 2 (X-linked recessive)	0			-1	0			-10	90%	0			X	46581319	46626736	TBCC
	6121	19892	HomoloGene	RPE65	LCA2|RP20|mRPE65|rd12|sRPE65	retinal pigment epithelium-specific protein 65kDa	0			-1		0		-10	90%	0			1	68667094	68688229	RPE65
	6146	19934	HomoloGene	RPL22	EAP|HBP15|HBP15/L22	ribosomal protein L22	0			-1	0	1	50-75crude	-10	89%	0		8	1	6167666	6182265	Ribosomal_L22e
	6154	19941	HomoloGene	RPL26	-	ribosomal protein L26	5			0	1	0	50-75crude	-3	54%	0		7	17	8221558	8227289	KOW
	6155	19942	MGI	RPL27	-	ribosomal protein L27	0			-1		0		-10	90%	0			17	38403971	38408501	KOW | Ribosomal_L27e
	283412	19944	HomoloGene	LOC283412	-	similar to 60S ribosomal protein L29 (Cell surface heparin-binding protein HIP)	0			-1				-9	88%	0			5	43702492	43703131	Ribosomal_L29e
	6156	19946	HomoloGene	RPL30	-	ribosomal protein L30	0			-1		0		-10	90%	0			8	99123117	99126948	Ribosomal_L7Ae
	6125	19983	HomoloGene	RPL5	MGC117339|MSTP030	ribosomal protein L5	0			-1	0			-10	90%	0			1	93070181	93080068	Ribosomal_L18p
	648000	19989	HomoloGene	LOC648000	-	similar to 60S ribosomal protein L7	0			-1	1		50-75crude	-8	87%	0		4	5	76913908	76914797	Ribosomal_L30 | Ribosomal_L30_N
	6133	20005	HomoloGene	RPL9	DKFZp313J1510|FLJ27456|MGC15545|NPC-A-16	ribosomal protein L9	0			0				-4	65%	0			4	39132138	39136962	Ribosomal_L6
	10923	20024	HomoloGene	SUB1	MGC102747|P15|PC4|p14	SUB1 homolog (S. cerevisiae)	0			-1	0	0		-11	93%	0			5	32621433	32637819	PC4
	5132	20028	HomoloGene	PDC	MEKA|PHD|PhLOP|PhLP	phosducin	0			-2	0	0		-7	85%	0			1	184679336	184696861	Phosducin
	6206	20042	HomoloGene	RPS12	-	ribosomal protein S12	0			-1			25-50crude	-8	86%	0		7	6	133177400	133180395	Ribosomal_L7Ae
	6208	20044	HomoloGene	RPS14	EMTB	ribosomal protein S14	0		3.40E-11	0	0		25-50ambig	2	15%	1	gfp_validated	11	5	149803984	149809511	Ribosomal_S11
	6217	20055	HomoloGene	RPS16	-	ribosomal protein S16	4		0.000012	0	1	0	50-75crude	1	20%	0		11	19	44615686	44618457	Ribosomal_S9
	6223	20085	HomoloGene	RPS19	DBA	ribosomal protein S19	0			-1	1			-10	90%	0			19	47055827	47067323	Ribosomal_S19e
	6229	20088	MGI	RPS24	DKFZp686N1586	ribosomal protein S24	0			-1	0			-10	90%	0			10	79463579	79470479	Ribosomal_S24e
	6235	20090	MGI	RPS29	-	ribosomal protein S29	4			0	1			-2	48%	0			14	49113788	49122843	Ribosomal_S14
	6193	20103	HomoloGene	RPS5	-	ribosomal protein S5	0		0.000015	0	1	0	25-50crude	-2	46%	0		5	19	63590447	63597982	Ribosomal_S7
	6201	20115	HomoloGene	RPS7	-	ribosomal protein S7	0			-1	0			-10	90%	0			2	3600727	3606383	Ribosomal_S7e
	10692	20132	HomoloGene	RRH	-	retinal pigment epithelium-derived rhodopsin homolog	0			-1	0	0		-11	93%	0			4	110968598	110985311	7tm_1
	6240	20133	HomoloGene	RRM1	R1|RIR1|RR1	ribonucleotide reductase M1 polypeptide	0		3.30E-64	-2	3	0		1	27%	0			11	4072586	4116681	ATP-cone | Ribonuc_red_lgC | Ribonuc_red_lgN
	6241	20135	HomoloGene	RRM2	R2|RR2M	ribonucleotide reductase M2 polypeptide	0		5.40E-22	-1	5	2		-4	62%	0			2	10180183	10188073	Ribonuc_red_sm
	6251	20163	HomoloGene	RSU1	FLJ31034|RSP-1	Ras suppressor protein 1	0			0	0	2	0-25ambig	-5	67%	0		1	10	16672620	16899458	LRR_1
	6242	20166	HomoloGene	RTKN	-	rhotekin	0			-2	0	0		-7	85%	0			2	74506495	74522567	PH | HR1
	79803	20170	HomoloGene	HPS6	FLJ22501|MGC20522|RP11-302K17.1	Hermansky-Pudlak syndrome 6	3			-2		0		-2	47%	0			10	103815136	103817782	
	10856	20174	HomoloGene	RUVBL2	CGI-46|ECP51|RVB2|TIP48|TIP49B	RuvB-like 2 (E. coli)	0			-1	1	1		-11	93%	0			19	54188967	54210993	TIP49
	6256	20181	HomoloGene	RXRA	FLJ16020|FLJ16733|MGC102720|NR2B1	"retinoid X receptor, alpha"	0			-1	1	2		-11	93%	0			9	136358230	136472251	zf-C4 | Hormone_recep
	51720	20184	HomoloGene	UIMC1	RAP80|X2HRIP110	ubiquitin interaction motif containing 1	0			-1	0	1		-11	93%	0			5	176264611	176366048	UIM
	9611	20185	HomoloGene	NCOR1	KIAA1047|MGC104216|N-CoR|TRAC1|hCIT529I10|hN-CoR	nuclear receptor co-repressor 1	4			-1	2		0-25ambig	-2	44%	0		10	17	15875982	16059569	Myb_DNA-binding
	6262	20191	HomoloGene	RYR2	ARVC2|ARVD2|VTSIP	ryanodine receptor 2 (cardiac)	0			-1	0	2	0-25crude	-12	93%	0		8	1	235272324	236063275	RIH_assoc | Ion_trans | Ins145_P3_rec | RYDR_ITPR | SPRY | RyR | RR_TM4-6 | MIR | efhand
	6281	20194	HomoloGene	S100A10	42C|ANX2L|ANX2LG|CAL1L|CLP11|Ca[1]|GP11|MGC111133|P11|p10	S100 calcium binding protein A10	0			-1	0	1	50-75crude	-10	89%	0		2	1	150222017	150243039	S_100
	6280	20202	HomoloGene	S100A9	60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14	S100 calcium binding protein A9	0			-1	0	3	25-50crude	-9	89%	0		4	1	151596953	151600122	S_100 | efhand
	51450	20204	HomoloGene	PRRX2	MGC19843|PMX2|PRX2	paired related homeobox 2	0			-1	1	0		-11	93%	0			9	131467740	131524773	Homeobox | OAR
	6288	20208	HomoloGene	SAA1	MGC111216|PIG4|SAA|TP53I4	serum amyloid A1	0			-1		1	25-50pure	-2	51%	0		2	11	18244345	18248089	SAA
	6288	20209	HomoloGene	SAA1	MGC111216|PIG4|SAA|TP53I4	serum amyloid A1	0			-1	2	0	0-25pure	-2	52%	0		1	11	18244345	18248089	SAA
	6295	20215	HomoloGene	SAG	ARRESTIN|DKFZp686I1383	S-antigen; retina and pineal gland (arrestin)	0			-1	0			-10	90%	0			2	233881231	233920439	Arrestin_C | Arrestin_N
	325	20219	HomoloGene	APCS	MGC88159|PTX2|SAP	"amyloid P component, serum"	0			-1	0	2		-11	93%	0			1	157824239	157825284	Pentaxin
	10284	20220	HomoloGene	SAP18	2HOR0202|MGC27131|SAP18p	"Sin3A-associated protein, 18kDa"	0			-1	0	0		-11	93%	0			13	20612684	20620976	SAP18
	9092	20227	HomoloGene	SART1	Ara1|HOMS1|MGC2038|SART1259|Snu66	squamous cell carcinoma antigen recognized by T cells	0			-1	0			-10	90%	0			11	65485775	65504182	SART-1
	6303	20229	HomoloGene	SAT1	DC21|KFSD|SAT|SSAT|SSAT-1	spermidine/spermine N1-acetyltransferase 1	0			-1	2			-7	82%	0			X	23711224	23714247	Acetyltransf_1
	6319	20249	HomoloGene	SCD	FADS5|PRO0998|SCD1	stearoyl-CoA desaturase (delta-9-desaturase)	0		1.30E-27	-1	1	5		-4	65%	0			10	102096761	102114577	FA_desaturase
	7857	20254	HomoloGene	SCG2	CHGC|SN|SgII	secretogranin II (chromogranin C)	0			-1	0	0	0-25crude	-12	93%	0		3	2	224169901	224175364	Granin
	29106	20255	HomoloGene	SCG3	FLJ90833|SGIII	secretogranin III	0			-2	0	1		-7	85%	0			15	49760841	49800514	
	6320	20256	HomoloGene	CLEC11A	CLECSF3|LSLCL|P47|SCGF	"C-type lectin domain family 11, member A"	0			-1	2	0		-8	87%	0			19	55918416	55920792	Lectin_C
	6336	20264	HomoloGene	SCN10A	hPN3	"sodium channel, voltage-gated, type X, alpha"	0			-1	1	0		-11	93%	0			3	38713840	38810504	IQ | Ion_trans | Na_trans_assoc
	6324	20266	HomoloGene	SCN1B	GEFSP1	"sodium channel, voltage-gated, type I, beta"	0			-1	5	1		-6	82%	0			19	40213373	40223192	ig | V-set
	6331	20271	HomoloGene	SCN5A	CDCD2|CMD1E|CMPD2|HB1|HB2|HH1|IVF|LQT3|Nav1.5|SSS1	"sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)"	2			-1		6		0	34%	0			3	38564556	38666166	IQ | Ion_trans | Na_trans_assoc
	6334	20273	HomoloGene	SCN8A	MED|Nav1.6	"sodium channel, voltage gated, type VIII, alpha"	0			-1	0			-10	90%	0			12	50271286	50488364	IQ | Ion_trans | Na_trans_assoc
	6337	20276	HomoloGene	SCNN1A	ENaCa|ENaCalpha|FLJ21883|SCNEA|SCNN1	"sodium channel, nonvoltage-gated 1 alpha"	0			-1	0	0		-11	93%	0			12	6326273	6354975	ASC
	6338	20277	HomoloGene	SCNN1B	ENaCb|ENaCbeta|SCNEB	"sodium channel, nonvoltage-gated 1, beta (Liddle syndrome)"	0			-1	0	0		-11	93%	0			16	23221140	23300116	ASC
	6340	20278	HomoloGene	SCNN1G	ENaCg|ENaCgamma|PHA1|SCNEG	"sodium channel, nonvoltage-gated 1, gamma"	0			-1	0	0		-11	93%	0			16	23101540	23135700	ASC
	11341	20284	HomoloGene	SCRG1	MGC26468|SCRG-1	scrapie responsive protein 1	0			-2	0	0		-7	85%	0			4	174545873	174557191	
	23264	20286	HomoloGene	ZC3H7B	DKFZp434K0920|FLJ13787|KIAA1031|RoXaN	zinc finger CCCH-type containing 7B	0			0	0			-5	73%	0			22	40027512	40086096	TPR_1 | zf-CCCH | TPR_2
	4481	20288	HomoloGene	MSR1	CD204|SCARA1|SR-A|phSR1|phSR2	macrophage scavenger receptor 1	0			-1	1	1		-11	93%	0			8	16009760	16094594	SRCR | Collagen | Macscav_rec
	6356	20292	HomoloGene	CCL11	MGC22554|SCYA11	chemokine (C-C motif) ligand 11	0			-1	0	1		-11	93%	0			17	29636799	29639311	IL8
	6364	20297	HomoloGene	CCL20	CKb4|LARC|MIP-3a|MIP3A|SCYA20|ST38	chemokine (C-C motif) ligand 20	0			-1		0		-10	90%	0			2	228386813	228390493	IL8
	6367	20299	HomoloGene	CCL22	A-152E5.1|ABCD-1|DC/B-CK|MDC|MGC34554|SCYA22|STCP-1	chemokine (C-C motif) ligand 22	0			-1	0	0		-11	93%	0			16	55950218	55957601	IL8
	728830	20302	HomoloGene	LOC728830	-	similar to Small inducible cytokine A3-like 1 precursor (Tonsillar lymphocyte LD78 beta protein) (LD78-beta(1-70)) (G0/G1 switch regulatory protein 19-2) (G0S19-2 protein) (PAT 464.2)	0			-1	0	0		-11	93%	0			17	12371	14279	IL8
	414062	20302	HomoloGene	CCL3L3	464.2|D17S1718|LD78|LD78BETA|MGC12815|SCYA3L|SCYA3L1	chemokine (C-C motif) ligand 3-like 3	0			-1	0	0		-11	93%	0			17	31546374	31548254	IL8
	6349	20302	HomoloGene	CCL3L1	464.2|D17S1718|G0S19-2|LD78|LD78BETA|MGC104178|MGC12815|SCYA3L|SCYA3L1	chemokine (C-C motif) ligand 3-like 1	0			-1	0	0		-11	93%	0			17	31647954	31649842	IL8
	6372	20311	HomoloGene	CXCL6	CKA-3|GCP-2|GCP2|SCYB6	chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2)	5			-1	0	0		-9	87%	0			4	74921276	74923340	IL8
	6376	20312	HomoloGene	CX3CL1	ABCD-3|C3Xkine|CXC3|CXC3C|NTN|NTT|SCYD1|fractalkine|neurotactin	chemokine (C-X3-C motif) ligand 1	0			-1	2	0		-8	87%	0			16	55963914	55976456	IL8
	6388	20316	HomoloGene	SDF2	-	stromal cell-derived factor 2	0			-1	0	1		-11	93%	0			17	23999733	24013059	MIR
	51150	20318	HomoloGene	SDF4	Cab45|RP5-902P8.6	stromal cell derived factor 4	0			0	0	0		-6	82%	0			1	1142150	1157273	efhand
	27020	20320	MGI	NPTN	DKFZp686L2477|GP55|GP65|MGC102805|SDFR1|SDR1|np55|np65	neuroplastin	0			-1	1		0-25crude	-11	93%	0		2	15	71639409	71712805	I-set | ig | V-set
	6652	20322	HomoloGene	SORD	SORD1	sorbitol dehydrogenase	0			1	0	4	0-25crude	-3	53%	0		4	15	43102643	43154330	ADH_N | ADH_zinc_N
	23480	20335	HomoloGene	SEC61G	SSS1	Sec61 gamma subunit	0			-1	0	1		-11	93%	0			7	54787433	54794432	SecE
	2734	20340	HomoloGene	GLG1	CFR-1|ESL-1|FLJ23319|FLJ23967|MG-160|MG160	golgi apparatus protein 1	0			-1	0	0	0-25crude	-12	93%	0		3	16	73043356	73198517	Cys_rich_FGFR
	8991	20341	HomoloGene	SELENBP1	FLJ13813|LPSB|SP56|hSBP|hSP56	selenium binding protein 1	0			-2	0			-6	76%	0			1	149603403	149611787	SBP56
	6403	20344	HomoloGene	SELP	CD62|CD62P|FLJ45155|GMP140|GRMP|PADGEM|PSEL	"selectin P (granule membrane protein 140kDa, antigen CD62)"	0			-1	0	0		-11	93%	0			1	167824713	167866030	Lectin_C | EGF | EGF_2 | Sushi
	7869	20347	HomoloGene	SEMA3B	FLJ34863|LUCA-1|SEMA5|SEMAA|SemA|semaV	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"	0			-1	2			-7	85%	0			3	50280043	50289576	PSI | ig | V-set | Sema
	9723	20349	HomoloGene	SEMA3E	KIAA0331|M-SEMAH|M-SemaK|M-sema H|SEMAH|coll-5	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"	0			-1	0	0		-11	93%	0			7	82831157	83116259	ig | V-set | Sema
	6405	20350	HomoloGene	SEMA3F	SEMA-IV|SEMA4|SEMAK|sema IV	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"	0			-1	0	0		-11	93%	0			3	50167851	50201511	ig | Sema
	64218	20351	HomoloGene	SEMA4A	CORD10|FLJ12287|RP11-54H19.2|RP35|SEMAB|SEMB	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"	0			-1	2	0		-8	87%	0			1	154390011	154414158	PSI | Sema
